prescription,Denomination,simd_deprivation_group,Full Address,Latitude,Longitude,Date First Listed,practice_name,Other,Notes,Citation,-----> Repeated ,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worth, Ida M. (part 2)",M. E. C. S.,Board of Missions,Oita Japan ,33.2396084,131.6095148,1915-1916,F,"1916-1917 (Oita, Japan), 1917-1918 (Oita, Japan), 1918-1919 (Oita, Japan), 1919-1920 (Oita, Japan), 1920-1921 (Oita, Japan), 1921-1922 (Oita, Japan), 1922-1923 (Kure, Japan), 1923-1924 (Kure, Japan), 1924-1925 (Osaka, Japan)",,AR 70 (p. 243),AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 292),AR 79 (p. 298),AR 80 (p. 290),,,,,,,,,,,,,,,,,
"Collyer, C.T. (part 2)",M. E. C. S.,Board of Missions,Wonsan Korea ,39.1538529,127.4460001,1915-1916,M,"1916-1917 (Wonsan, Korea), 1917-1918 (Wonsan, Korea), 1918-1919 (Wonsan, Korea), 1919-1920 (Korea Mission ""transferred to European work""), 1920-1921 (Prague, Czecho-Slovakia), 1921-1922 (Prague, Czecho-Slovakia), 1922-1923 (Uzhorod, Czecho-Slovakia)",,AR 70 (p. 243),AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 207),AR 76 (p. 206),AR 77 (p. 236),,,,,,,,,,,,,,,,,,,,
"Bruce, J.L. (part 2)",M. E. C. S.,Board of Missions,Bello Horizonte Brazil ,-19.919052,-43.9386685,1915-1916,M,,,AR 70 (p. 244),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dickie, Michael (part 2)",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1915-1916,M,"1916-1917 (Juiz de Fora, Brazil), 1917-1918 (Juiz de Fora, Brazil), 1918-1919 (Sao Paulo, Brazil), 1919-1920 (Sao Paulo, Brazil), 1920-1921 (Brazil ""On furlough""), 1921-1922 (Sao Paulo, Brazil), 1922-1923 (Montgomery, Alabama ""On furlough""), 1923-1924 (Ribeirao Preto, Brazil ""On furlough""), 1924-1925 (Ribeirao Preto, Brazil)",,AR 70 (p. 244),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 237),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,
"Kennedy, J.L. (part 2)",M. E. C. S.,Board of Missions,Sao Paulo Brazil ,-23.5557714,-46.6395571,1915-1916,M,"1916-1917 (Sao Paulo, Brazil), 1917-1918 (Sao Paulo, Brazil), 1918-1919 (Piracicaba, Brazil), 1919-1920 (Cataguazes, Brazil), 1920-1921 (Knoxville, Tennessee ""On furlough""), 1921-1922 (Cataguazes, Brazil ""On furlough""), 1922-1923 (Pindamonhangaba, Brazil), 1923-1924 (Pindamonhangaba, Brazil), 1924-1925 (Pindamonhangaba, Brazil)",,AR 70 (p. 244),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 237),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,
"Lander, John M. (part 2)",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1915-1916,M,"1916-1917 (Petropolis, Brazil), 1917-1918 (Petropolis, Brazil), 1918-1919 (Rio de Janeiro, Brazil), 1919-1920 (Rio de Janeiro, Brazil), 1920-1921 (Brazil ""On furlough""), 1921-1922 (Rio de Janeiro, Brazil), 1922-1923 (Rio de Janeiro, Brazil)",,AR 70 (p. 244),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 237),,,,,,,,,,,,,,,,,,,,
"Lee, W.B. (part 2)",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1915-1916,M,"1916-1917 (Juiz de Fora, Brazil), 1917-1918 (Juiz de Fora, Brazil), 1918-1919 (Bello Horizonte, Brazil), 1919-1920 (Sao Paulo, Brazil), 1920-1921 (Sao Paulo, Brazil), 1921-1922 (Sao Paulo, Brazil), 1922-1923 (Sao Paulo, Brazil), 1923-1924 (Sao Paulo, Brazil), 1924-1925 (Sao Paulo, Brazil)",,AR 70 (p. 244),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,
"Tarboux, J.W. (part 2)",M. E. C. S.,Board of Missions,Juiz de Fora Brazil ,-21.7623932,-43.3434669,1915-1916,M,"1916-1917 (Rio de Janeiro, Brazil), 1917-1918 (Rio de Janeiro, Brazil), 1918-1919 (Rio de Janeiro, Brazil), 1919-1920 (Rio de Janeiro, Brazil), 1920-1921 (Brazil ""superannuate"")",,AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),,,,,,,,,,,,,,,,,,,,,,
"Tilly, E.A. (part 2)",M. E. C. S.,Board of Missions,Ribeirao Preto Brazil ,-21.1694018,-47.8110855,1915-1916,M,,,AR 70 (p. 245),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucker, H.C. (part 2)",M. E. C. S.,Board of Missions,Rio de Janeiro Brazil ,-22.9068467,-43.1728965,1915-1916,M,"1916-1917 (Rio de Janeiro, Brazil), 1917-1918 (Rio de Janeiro, Brazil), 1918-1919 (Rio de Janeiro, Brazil), 1919-1920 (Rio de Janeiro, Brazil), 1920-1921 (Rio de Janeiro, Brazil), 1921-1922 (Rio de Janeiro, Brazil), 1922-1923 (Rio de Janeiro, Brazil), 1923-1924 (Rio de Janeiro, Brazil), 1924-1925 (Rio de Janeiro, Brazil)",,AR 70 (p. 245),AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,
"Joiner, E.E. (part 2)",M. E. C. S.,Board of Missions,Porto Alegre Brazil ,-30.0368176,-51.2089887,1915-1916,M,"1916-1917 (Porto Alegre, Brazil)",,AR 70 (p. 245),AR 71 (p. 212),,,,,,,,,,,,,,,,,,,,,,,,,,
"Carter, D.W. (part 2)",M. E. C. S.,Board of Missions,"Georgetown, Texas U.S.A. ",30.6332618,-97.6779842,1915-1916,M,"1916-1917 (Georgetown, Texas), 1917-1918 (Georgetown, Texas), 1918-1919 (Georgetown, Texas),1919-1920 (Georgetown, Texas)",,AR 70 (p. 246),AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,
"Corbin, J.F. (part 2)",M. E. C. S.,Board of Missions,"Long Beach, California U.S.A. ",33.7700504,-118.1937395,1915-1916,M,"1916-1917 (Long Beach, California), 1917-1918 (Long Beach, California), 1918-1919 (Nogales, Arizona), 1919-1920 (El Paso, Texas)",,AR 70 (p. 246),AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,
"Cox, J.B. (part 2)",M. E. C. S.,Board of Missions,Texas U.S.A. ,31.9685988,-99.9018131,1915-1916,M,"1916-1917 (San Antonio, Texas), 1917-1918 (San Antonio, Texas), 1918-1919 (Monterrey, Mexico), 1919-1920 (Monterrey, Mexico), 1922-1923 (Monterrey, Mexico), 1923-1924 (Monterrey, Mexico), 1924-1925 (Monterrey, Mexico)",,AR 70 (p. 246),AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,
"Elliott, R.C. (part 2)",M. E. C. S.,Board of Missions,Mexico City Mexico ,19.4326077,-99.133208,1915-1916,M,"1916-1917 (San Antonio, Texas), 1917-1918 (San Antonio, Texas, Mexico Mission), 1918-1919 (Torreon, Mexico)",,AR 70 (p. 246),AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),,,,,,,,,,,,,,,,,,,,,,,,
"Fearn, J.B. (part 2)",M. E. C. S.,Board of Missions,Shanghai China ,31.230416,121.473701,1916-1917,M,"1917-1918 (China Mission ""on leave in France"")",,AR 71 (p. 209),AR 72 (p. 245),,,,,,,,,,,,,,,,,,,,,,,,,,
"Cline, J.W. (part 2)",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1916-1917,M,"1917-1918 (Soochow, China), 1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (""On furlough""), 1921-1922 (Mena, Arkansas), 1922-1923 (Soochow, China ""On furlough""), 1923-1924 (Soochow, China), 1924-1925 (Shanghai, China), 1925-1926 (Shanghai, China)",,AR 71 (p. 209),AR 72 (p. 245),AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 201),AR 76 (p. 200),AR 77 (p. 232),AR 78 (p. 290),AR 79 (p. 296),AR 80 (p. 288),,,,,,,,,,,,,,,,,,
"Ritter, H.C.",M. E. C. S.,Board of Missions,Nanking China ,32.0583799,118.79647,1916-1917,M,"1917-1918 (Nanking, China), 1918-1919 (Nanking, China), 1919-1920 (Nanking, China), 1920-1921 (Nanking, China), 1921-1922 (Nanking, China), 1922-1923 (Nanking, China ""on furlough""), 1923-1924 (Nanking, China), 1924-1925 (Nanking, China), 1925-1926 (Harbin, Manchuria)",,AR 71 (p. 209),AR 72 (p. 245),AR 73 (p. 186),AR 74 (p. 212),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,
"Blackford, Mary ",M. E. C. S.,Board of Missions,Huchow China ,30.8930499,120.08805,1916-1917,F,"1917-1918 (""Huchow, via Shanghai""), 1918-1919 (""Huchow, via Shanghai""), 1919-1920 (""Huchow via Shanghai""), 1920-1921 (Huchow, China), 1921-1922 (Huchow, China), 1922-1923 (Huchow, China), 1923-1924 (Huchow, China), 1924-1925 (Huchow, China), 1925-1926 (Huchow, China)",,AR 71 (p. 210),AR 72 (p. 246),AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,
"Jarman, Mary",M. E. C. S.,Board of Missions,Huchow China ,30.8930499,120.08805,1916-1917,F,,,AR 71 (p. 210),,,,,,,,,,,,,,,,,,,,,,,,,,,
"McKinnon, Sallie Lou",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1916-1917,F,"1917-1918 (""Huchow, via Shanghai""), 1918-1919 (""Huchow, via Shanghai""), 1919-1920 (""Huchow via Shanghai""), 1920-1921 (Huchow, China), 1921-1922 (Huchow, China), 1922-1923 (Huchow, China), 1923-1924 (Huchow, China), 1924-1925 (Huchow, China), 1925-1926 (Shanghai, China)",,AR 71 (p. 210),AR 72 (p. 246),AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),AR 80 (p. 289),,,,,,,,,,,,,,,,,,
"Raffo, Marie I.",M. E. C. S.,Board of Missions, China ,35.86166,104.195397,1916-1917,F,"1917-1918 (Soochow, China), 1918-1919 (Soochow, China), 1919-1920 (Soochow, China), 1920-1921 (Soochow, China), 1921-1922 (Soochow, China), 1922-1923 (Soochow, China ""On furlough""), 1923-1924 (Soochow, China), 1924-1925 (Soochow, China)",,AR 71 (p. 210),AR 72 (p. 246),AR 73 (p. 187),AR 74 (p. 213),AR 75 (p. 202),AR 76 (p. 201),AR 77 (p. 233),AR 78 (p. 291),AR 79 (p. 297),,,,,,,,,,,,,,,,,,,
"Thomas, Mabel",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1916-1917,F,,,AR 71 (p. 210),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyer, A.L.",M. E. C. S.,Board of Missions,Himeji Japan ,34.8154176,134.6855509,1916-1917,M,"1917-1918 (Himeji, Japan), 1918-1919 (Himeji, Japan), 1919-1920 (Himiji, Japan), 1920-1921 (Japan ""On furlough"")","employed worker (AR 71), employed worker (AR 72)",AR 71 (p. 210),AR 72 (p. 246),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),,,,,,,,,,,,,,,,,,,,,,,
"Smith, Roy",M. E. C. S.,Board of Missions,Kobe Japan ,34.6900806,135.1956311,1916-1917,M,"1917-1918 (Kobe, Japan), 1918-1919 (Kobe, Japan), 1919-1920 (Japan Mission), 1920-1921 (Kobe, Japan), 1921-1922 (Kobe, Japan), 1922-1923 (Kobe, Japan), 1923-1924 (Kobe, Japan), 1924-1925 (Kobe, Japan)",,AR 71 (p. 210),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,
"Tucker, W.L.",M. E. C. S.,Board of Missions, Japan ,36.204824,138.252924,1916-1917,M,"1917-1918 (Tokyo, Japan), 1918-1919 (Tokyo, Japan), 1920-1921 (Japan)",,AR 71 (p. 210),AR 72 (p. 247),AR 73 (p. 188),AR 75 (p. 203),,,,,,,,,,,,,,,,,,,,,,,,
"Hatcher, Anna Katherine",M. E. C. S.,Board of Missions, Japan ,36.204824,138.252924,1916-1917,F,"1917-1918 (Kobe, Japan), 1918-1919 (Hiroshima, Japan), 1919-1920 (Hiroshima, Japan), 1920-1921 (Osaka, Japan), 1921-1922 (Osaka, Japan)",,AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),,,,,,,,,,,,,,,,,,,,,,
"Towson, Manie",M. E. C. S.,Board of Missions, Japan ,36.204824,138.252924,1916-1917,F,"1917-1918 (Tokyo, Japan), 1918-1919 (Tokyo, Japan), 1919-1920 (Hiroshima, Japan), 1920-1921 (Hiroshima, Japan), 1921-1922 (Japan ""on leave""), 1922-1923 (Hiroshima, Japan), 1923-1924 (Hiroshima, Japan), 1924-1925 (Hiroshima, Japan)",,AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,
"Whitehead, Mabel",M. E. C. S.,Board of Missions, Japan ,36.204824,138.252924,1916-1917,F,"1917-1918 (Kobe, Japan), 1918-1919 (Kyoto, Japan), 1919-1920 (Kyoto, Japan), 1920-1921 (Oita, Japan), 1921-1922 (Oita, Japan), 1922-1923 (Oita, Japan), 1923-1924 (Oita, Japan), 1924-1925 (Osaka, Japan)",,AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),AR 74 (p. 214),AR 75 (p. 203),AR 76 (p. 202),AR 77 (p. 234),AR 78 (p. 293),AR 79 (p. 299),,,,,,,,,,,,,,,,,,,
"Vesey, F.G.",M. E. C. S.,Board of Missions,Choon Chun Korea ,35.907757,127.766922,1916-1917,M,"1917-1918 (Seoul, Korea), 1918-1919 (Seoul, Korea)","employed (AR 71), employed (AR 72)",AR 71 (p. 211),AR 72 (p. 247),AR 73 (p. 188),,,,,,,,,,,,,,,,,,,,,,,,,
"Cook, Elliott D.",M. E. C. S.,Board of Missions,Seoul Korea ,37.5518911,126.9917937,1916-1917,? (Dr.),,,AR 71 (p. 211),,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lowder, Rosa M.",M. E. C. S.,Board of Missions,Songdo Korea ,37.3860959,126.6389202,1916-1917,F,"1917-1918 (Songdo, Korea), 1918-1919 (Songdo, Korea), 1919-1920 (Songdo, Korea), 1920-1921 (Songdo, Korea), 1921-1922 (Songdo, Korea), 1922-1923 (Songdo, Korea), 1923-1924 (Songdo, Korea), 1924-1925 (Songdo, Korea)",,AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 189),AR 74 (p. 215),AR 75 (p. 204),AR 76 (p. 203),AR 77 (p. 235),AR 78 (p. 294),AR 79 (p. 300),,,,,,,,,,,,,,,,,,,
"McCubbins, Grace E.",M. E. C. S.,Board of Missions, Korea ,35.907757,127.766922,1916-1917,F,"1917-1918 (Wonsan, Korea)",,AR 71 (p. 212),AR 72 (p. 248),,,,,,,,,,,,,,,,,,,,,,,,,,
"Putnam, Lela M.",M. E. C. S.,Board of Missions,Bello Horizonte Brazil ,-19.919052,-43.9386685,1916-1917,F,"1917-1918 (Bello Horizonte, Brazil), 1918-1919 (Bello Horizonte, Brazil), 1919-1920 (Bello Horizonte, Brazil), 1920-1921 (Bello Horizonte, Brazil), 1921-1922 (Bello Horizonte, Brazil), 1922-1923 (Ribeirao Preto, Brazil), 1923-1924 (Ribeirao Preto, Brazil), 1924-1925 (Ribeirao Preto, Brazil)",,AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,
"Holt, Nancy R.",M. E. C. S.,Board of Missions,Petropolis Brazil ,-22.5120883,-43.1795083,1916-1917,F,"1917-1918 (Petropolis, Brazil), 1918-1919 (Bello Horizonte, Brazil), 1919-1920 (Ribeirao Preto, Brazil), 1920-1921 (Bello Horizonte, Brazil), 1921-1922 (Bello Horizonte, Brazil), 1922-1923 (Rio de Janeiro, Brazil), 1923-1924 (Rio de Janeiro, Brazil), 1924-1925 (Rio de Janeiro, Brazil)",,AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,
"Stout, Sarah Van Dyke",M. E. C. S.,Board of Missions, Brazil ,-14.235004,-51.92528,1916-1917,F,"1917-1918 (Piracicaba, Brazil), 1918-1919 (Piracicaba, Brazil), 1919-1920 (Porto Alegre, Brazil), 1920-1921 (Porto Alegre, Brazil), 1921-1922 (Porto Alegre, Brazil), 1922-1923 (Brazil ""On furlough""), 1923-1924 (Porto Alegre, Brazil), 1924-1925 (Porto Alegre, Brazil)",,AR 71 (p. 212),AR 72 (p. 248),AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 205),AR 76 (p. 204),AR 77 (p. 237),AR 78 (p. 295),AR 79 (p. 301),,,,,,,,,,,,,,,,,,,
"Naylor, G.D.",M. E. C. S.,Board of Missions,Omaja Cuba ,20.8392444,-76.7423094,1916-1917,M,"1917-1918 (Omaja, Cuba), 1918-1919 (Camaguey, Cuba), 1919-1920 (Omaja, Cuba), 1921-1922 (Guantanamo, Cuba), 1922-1923 (Guantanamo, Cuba), 1923-1924 (Guantanamo, Cuba), 1924-1925 (Guantanamo, Cuba)",,AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),AR 76 (p. 205),AR 77 (p. 239),AR 78 (p. 298),AR 79 (p. 304),,,,,,,,,,,,,,,,,,,,
"Fitzgerald, J.H. (part 2)",M. E. C. S.,Board of Missions,"El Paso, Texas U.S.A. ",31.7618778,-106.4850217,1916-1917,M,"1917-1918 (El Paso, Texas), 1918-1919 (El Paso, Texas), 1919-1920 (El Paso, Texas)",,AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,,
"Reynolds, Laurence (part 2)",M. E. C. S.,Board of Missions,"El Paso, Texas U.S.A. ",31.7618778,-106.4850217,1916-1917,M,"1917-1918 (El Paso, Texas), 1918-1919 (El Paso, Texas), 1919-1920 (El Paso, Texas), 1922-1923 (El Paso, Texas), 1923-1924 (El Paso, Texas), 1924-1925 (El Paso, Texas)",,AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),AR 77 (p. 238),AR 78 (p. 297),AR 79 (p. 303),,,,,,,,,,,,,,,,,,,,,
"Onderdonk, F.S. (part 2)",M. E. C. S.,Board of Missions,"San Antonio, Texas U.S.A. ",29.4251905,-98.4945922,1916-1917,M,"1917-1918 (San Antonio, Texas), 1918-1919 (San Antonio, Texas), 1919-1920 (San Antonio, Texas)",,AR 71 (p. 213),AR 72 (p. 249),AR 73 (p. 190),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,,
"Burford, Jessie",M. E. C. S.,Board of Missions,"El Paso, Texas U.S.A. ",31.7618778,-106.4850217,1916-1917,F,"1919-1920 (El Paso, Texas)",,AR 71 (p. 214),AR 74 (p. 216),,,,,,,,,,,,,,,,,,,,,,,,,,
"Anker, H.P.",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,M,"1917-1918 (Wembo-Niama ""Via Lusambo, Congo Belge""), 1918-1919 (Wembo-Niama, Africa), 1919-1920 (Wembo-Niama, Africa), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Wembo-Nyama, Africa), 1922-1923 (Wembo-Nyama, Africa), 1923-1924 (Wembo Nyama, Africa), 1924-1925 (Wembo Nyama, Congo ""on furlough"")",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,
"Reeve, T.E.",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,M,"1917-1918 (Lubefu ""Via Lusambo, Congo Belge""), 1918-1919 (Lubefu, Africa), 1919-1920 (Africa Mission ""On furlough""), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Wembo-Nyama, Africa), 1922-1923 (Wembo-Nyama, Africa), 1923-1924 (Wembo Nyama, Africa ""on furlough""), 1924-1925 (Wembo Nyama, Congo)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,
"Stilz, H.B.",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,M,"1917-1918 (Lusambo, Wembo-Niama, ""Via Lusambo, Congo Belge""), 1918-1919 (Wembo-Niama, Africa), 1919-1920 (Wembo-Niama, Africa), 1920-1921 (Gallatin, Tennessee ""On Furlough""), 1921-1922 (Tunda, Africa), 1922-1923 (Wembo-Nyama, Africa), 1923-1924 (Wembo Nyama, Africa), 1924-1925 (Tunda, Congo ""on furlough"")",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,
"White, Hugh D.",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,M,"1917-1918 (Africa Mission ""in France"" ""Via Lusambo, Congo Belge""), 1918-1919 (Monterrey, Mexico), 1919-1920 (Monterrey, Mexico), 1920-1921 (Monterrey, Mexico), 1922-1923 (Monterrey, Mexico)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 190),AR 74 (p. 216),AR 75 (p. 206),AR 77 (p. 238),,,,,,,,,,,,,,,,,,,,,,
"Mills, Etha",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,F,"1917-1918 (Lubefu ""Via Lusambo, Congo Belge"")",,AR 71 (p. 214),AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,
"Woolsey, Etta Lee",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,F,"1917-1918 (Wembo-Niama ""Via Lusambo, Congo Belge""), 1918-1919 (Wembo-Niama, Africa)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Kathron",M. E. C. S.,Board of Missions,Lusambo Congo Belge ,-4.9652806,23.4478441,1916-1917,F,"1917-1918 (Wembo-Niama ""Via Lusambo, Congo Belge""), 1918-1919 (Wembo-Niama, Africa), 1919-1920 (Wembo-Niama, Africa), 1920-1921 (Wembo-Nyama, Africa), 1921-1922 (Wembo-Nyama, Africa), 1922-1923 (Wembo-Nyama, Africa), 1923-1924 (Wembo Nyama, Africa), 1924-1925 (Wembo Nyama, Congo)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 74 (p. 217),AR 75 (p. 206),AR 76 (p. 206),AR 77 (p. 236),AR 78 (p. 296),AR 79 (p. 302),,,,,,,,,,,,,,,,,,,
"Lee, Laura",M. E. C. S.,Board of Missions,Cienfuegos Cuba ,22.1599753,-80.4437781,1916-1917,F,"1917-1918 (Cienfuegos, Cuba), 1918-1919 (Cienfuegos, Cuba), 1920-1921 (Cuba), 1921-1922 (Cienfuegos, Cuba), 1922-1923 (Cienfuegos, Cuba), 1923-1924 (Cienfuegos, Cuba), 1924-1925 (Cienfuegos, Cuba)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 75 (p. 207),AR 76 (p. 204),AR 77 (p. 238),AR 78 (p. 298),AR 79 (p. 304),,,,,,,,,,,,,,,,,,,,
"Keiser, Nina",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1916-1917,F,"1917-1918 (Soochow, China)",,AR 71 (p. 214),AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,
"Love, Elizabeth A.",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1916-1917,F,"1917-1918 (Soochow, China), 1918-1919 (Soochow, China), 1920-1921 (China)",,AR 71 (p. 214),AR 72 (p. 246),AR 73 (p. 187),AR 75 (p. 202),,,,,,,,,,,,,,,,,,,,,,,,
"Park, Margarita",M. E. C. S.,Board of Missions,Soochow China ,31.2983399,120.58319,1916-1917,F,"1917-1918 (Soochow, China ""At home on furlough""), 1918-1919 (Soochow, China)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,,
"Tilley, Margaret",M. E. C. S.,Board of Missions,Ribeirao Preto Brazil ,-21.1694018,-47.8110855,1916-1917,F,"1917-1918 (Ribeirao Preto, Brazil)",,AR 71 (p. 214),AR 72 (p. 250),,,,,,,,,,,,,,,,,,,,,,,,,,
"Vail, Lucile",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1916-1917,F,"1917-1918 (Matanzas, Cuba), 1918-1919 (Matanzas, Cuba), 1920-1921 (Cuba), 1921-1922 (Havana, Cuba), 1922-1923 (Havana, Cuba), 1923-1924 (Havana, Cuba)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),AR 75 (p. 207),AR 76 (p. 205),AR 77 (p. 239),AR 78 (p. 298),,,,,,,,,,,,,,,,,,,,,
"Davis, Minnie",M. E. C. S.,Board of Missions,Matanzas Cuba ,23.0303395,-81.5322149,1916-1917,F,"1917-1918 (Matanzas, Cuba), 1918-1919 (Matanzas, Cuba)",,AR 71 (p. 214),AR 72 (p. 250),AR 73 (p. 191),,,,,,,,,,,,,,,,,,,,,,,,,
